GRUPO,LAB,DESCLAB,MEDICAMENTO,DESCRIÇÃO,CODBARRAS,ESTOQUE,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01
TARJADO,167,MANTECORP                     ,205448,"AFRIN - 0,250MG FR 20ML PED",7891142113269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,5,7,7,5,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6,6,6,3,0,2,5,7,9,8,11,5,9,9,7,11,3
TARJADO,167,MANTECORP                     ,130451,"AFRIN - 0,250MG SOL OFT FR 20ML",7891142113306,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,2,0,1,0,1,1,0,0
TARJADO,167,MANTECORP                     ,205446,"AFRIN - 0,5MG 12H FR 10ML ADU",7891142113153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,3,2,2,3,3,0,2,0,1,0,2,1,0,0,0,0,0,0,0,2,2,1,1,1,1,3,3,1,0,3,0,2,0
TARJADO,167,MANTECORP                     ,205447,"AFRIN - 0,5MG 12H FR 30ML ADU",7891142113160,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,5,9,7,8,4,2,3,5,4,5,5,4,5,6,6,3,2,3,1,0,5,6,0,0,0,0,0,0,2,3,1,5,6,5,4,5,10,13,3,9,7,5,3,3
VAREJINHO,137,NOVO NORDISK                  ,221412,AG P/ CANETA INSULINA NOVOFINE  - 30G 8MM,7897705200247,279,0,43,257,220,1,135,109,140,60,0,0,0,130,30,12,160,150,90,60,135,175,81,64,145,80,0,0,0,0,200,0,100,0,33,115,120,0,223,32,4,2,100,200,60,100,55,51,0,2,1,4,2,2,0,0,0,130,153,118,0
VAREJINHO,137,NOVO NORDISK                  ,236517,AG P/ CANETA INSULINA NOVOFINE - 32 G SUPER FLOW 6 MM,7897705201848,100,0,0,0,200,0,297,588,531,555,764,630,915,240,240,564,250,416,80,0,0,100,0,0,0,0,360,355,235,292,158,120,280,154,184,40,440,0,400,200,430,246,222,399,578,245,277,400,200,0,0,0,0,0,0,0,0,103,200,200,200
SEM TARJA,9,NOVARTIS OTC,1759,"AGASTEN - 0,05MG XPE FR 120ML",7896261002067,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1
SEM TARJA,9,NOVARTIS OTC,1732,AGASTEN - 1MG CX 15 COMP,7896261002050,4,5,3,5,3,0,6,3,6,1,2,0,0,4,7,6,0,3,4,7,3,4,6,3,3,4,3,3,0,0,0,2,5,0,2,3,3,4,3,0,1,0,0,0,0,2,3,1,2,0,0,0,1,0,0,0,0,0,0,0,1
SEM TARJA,39,TAKEDA,150185,AGIOLAX - TB 100G,7896641801488,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0,1,1,1,2,1,1,0,1,1,2,1,1,1,1,1,0,1,1,0,0,0,1,1,2,1,2,2,1,2,1,3
SEM TARJA,39,TAKEDA,150193,AGIOLAX - TB 250G,7896641801495,2,1,1,1,1,0,1,0,0,1,0,0,1,2,1,1,1,3,1,3,0,3,1,1,2,3,3,4,2,0,2,3,3,3,3,2,2,1,1,2,2,0,2,0,1,0,2,1,1,3,5,4,2,3,4,2,3,3,2,2,2
SEM TARJA,224,CATARINENSE                   ,127450,AGUA INGLESA - FR 500ML,7896023705397,0,1,1,1,0,0,0,0,1,0,1,2,3,2,3,3,3,7,6,2,1,1,2,2,2,2,2,3,2,0,2,2,3,3,2,0,2,3,3,5,5,13,6,10,6,4,5,4,0,10,10,6,8,3,9,5,6,1,9,2,5
SEM TARJA,99,EUROFARMA                     ,228852,AIRES - 600MG CX 16 SACHES X 5G GRAN,7891317459062,0,1,0,2,1,1,0,3,2,1,1,2,4,0,1,1,0,2,2,0,1,5,1,0,1,0,1,2,1,1,1,1,4,3,2,1,1,4,4,1,3,4,2,1,3,0,1,0,0,7,6,5,5,5,4,8,8,9,3,9,6
PSICOTROPICO,3,ABBOTT                        ,206079,AKINETON - 2MG CX 80 COMP,7896255711005,2,0,3,1,2,1,4,1,1,1,0,1,1,8,6,14,1,6,3,5,1,5,5,6,9,7,3,5,3,3,2,5,7,6,6,3,5,0,0,5,8,3,10,4,1,3,3,3,4,4,7,5,3,4,5,7,3,1,10,6,12
GENERICOS,314,MEDLEY                        ,224006,ALBENDAZOL - 400MG FR 1 COMP MAST,7896422511728,0,0,0,0,0,0,0,0,0,0,0,0,0,72,123,148,6,76,50,115,52,95,3,0,0,80,133,78,79,87,90,108,133,43,94,71,67,111,84,87,86,113,57,50,90,60,65,118,47,118,136,84,108,135,137,122,109,116,63,35,98
GENERICOS,466,EMS GENÉRICO                    ,213770,ALBENDAZOL - 40MG SUS FR 10ML,7896004702452,16,9,20,11,27,8,3,42,5,0,0,0,0,36,21,21,4,47,25,14,5,19,22,45,8,28,24,22,11,55,11,29,42,11,27,23,3,18,26,17,7,18,13,30,39,34,26,26,18,2,0,1,0,0,2,0,0,0,1,0,0
SEM TARJA,39,TAKEDA,63533,ALBOCRESIL - CX 6 OVULO USO VAGINAL,7896641800023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0
SEM TARJA,39,TAKEDA,63525,ALBOCRESIL - GEL BG 50 G+APLICADORES USO VAGINAL,7896641800016,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,2,0,2,1,0,1,0,2,1,0,1,0,0,0,0,2,2,0,2,0,1,1,1,1,0,2,1,0,0,0,1,4,1,0,1,2,2,0,0,1,0
SEM TARJA,39,TAKEDA,63541,ALBOCRESIL - SOL FR 12 ML USO TOPICO,7896641800030,0,0,1,1,2,2,2,4,0,1,2,0,1,1,1,1,1,1,0,0,5,3,0,1,0,2,1,3,0,2,1,2,2,1,1,0,3,2,2,1,2,4,1,1,4,2,1,0,2,2,1,1,2,1,2,3,1,2,1,1,1
PSICOTROPICO,404,TORRENT DO BRASIL             ,219436,ALCYTAM - 20MG CX 28 COMP,8902220105683,6,5,3,7,0,0,2,2,0,6,4,0,2,13,10,5,1,4,2,3,3,0,4,7,6,9,1,9,3,6,4,9,6,5,6,11,0,13,12,8,9,8,12,10,6,6,7,8,10,16,15,20,25,9,12,11,13,8,4,12,3
TARJADO,148,PFIZER                        ,210812,ALDACTONE - 25MG CX 30 COMP,7891268100211,3,7,4,0,2,1,6,4,4,3,2,4,4,8,5,7,0,5,5,10,6,6,7,0,4,9,6,7,13,4,5,6,11,6,7,4,6,0,0,6,5,10,9,9,8,8,3,11,7,13,12,23,14,18,14,8,14,16,13,4,6
TARJADO,148,PFIZER                        ,210523,ALDACTONE - 50MG CX 30 COMP,7891268100228,0,2,1,3,0,1,3,2,3,2,2,4,1,1,1,1,0,2,0,6,1,3,1,2,3,0,1,0,2,1,0,1,1,0,0,1,0,1,1,0,1,1,0,2,0,0,0,1,0,2,1,2,2,1,2,2,3,0,2,1,1
TARJADO,148,PFIZER                        ,211395,ALDAZIDA - 50+50MG CX 30 COMP,7891268100303,1,0,2,1,1,0,0,1,0,0,0,0,1,0,2,3,0,4,1,4,2,2,4,4,3,7,3,7,4,7,1,1,3,2,2,3,5,5,7,8,2,4,9,5,6,9,4,7,1,5,8,7,8,7,6,6,8,7,6,5,1
TARJADO,391,CELLOFARM                     ,234582,ALDOMET - 250MG 30CPR,7895858005917,6,1,3,2,4,3,2,4,3,2,5,2,3,11,5,11,0,6,8,6,6,13,6,3,3,6,11,9,12,8,6,11,12,9,10,9,10,1,14,7,4,8,1,11,11,9,9,7,5,0,0,0,0,0,0,0,4,7,6,7,5
TARJADO,391,CELLOFARM                     ,3182,ALDOMET - 500MG CX 30 COMP,7895858005924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,2,2,2,0,0,2,0,0,0,0,1,1,2,1,1,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
TARJADO,39,TAKEDA,234245,ALEKTOS 20 MG C/10 COMP - 20 MG C/10 COMP,7896641807732,5,6,2,3,7,2,6,5,7,8,3,3,7,5,2,6,1,5,3,9,5,8,4,3,3,4,10,6,21,13,9,9,11,6,9,6,5,0,3,0,3,6,7,0,16,8,2,8,4,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,39,TAKEDA,234246,ALEKTOS 20MG C/30 COMP - 20MG C/30 COMP,7896641807770,10,3,5,4,10,2,7,12,6,6,4,4,4,1,5,2,1,7,7,13,5,4,5,5,3,4,2,3,5,15,2,5,6,2,4,2,3,0,1,4,5,7,6,8,6,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,209,FARMOQUIMICA                  ,216699,ALENDIL - 70MG CX 8 COMP,7898040320706,0,1,0,1,0,0,0,1,0,1,0,0,1,3,0,4,0,1,0,3,0,2,1,2,2,3,5,2,2,3,0,3,0,2,1,3,0,3,2,3,5,6,4,1,4,2,4,2,2,4,3,7,1,5,1,7,2,6,2,4,4
TARJADO,209,FARMOQUIMICA                  ,225521,ALENDIL CALCIO - 70+500+2MG CX 4+30 COMP,7898040321765,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
TARJADO,209,FARMOQUIMICA                  ,224474,ALENDIL CALCIO - 70+500+2MG CX 4+60 COMP,7898040321567,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,1,0,0,1,2,1,3,2,4,3,1,0,1,0,4,2,4,3,3,4,3,3,1,2,2,3,2,2,4,5,5,7,6,5,3,5,3,6,3,5
GENERICOS,466,EMS GENÉRICO                    ,223687,ALENDRONATO DE SODIO - 70MG C/4 COMP,7896004715322,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,3,4,6,2,1,0,0,1,0,1,0,0,1,0,0,3,1,2,2,3,3,0,1,2,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,3
GENERICOS,30,BIOSINTETICA,240420,ALENDRONATO DE SODIO - 70MG CX 4 COMP,7896181920038,0,7,3,1,0,0,0,0,0,0,3,2,2,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,30,BIOSINTETICA,223629,ALENIA - 12+400MCG FR 60 CAP+INAL,7896181911999,2,0,1,0,1,0,1,3,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,0,2,0,0,1,3,0,7,4,9,3,5,0,0,1,0,1,0,3,0,3,1,1,0,1,1,1,1,1,0,1,1,2,2,1,0,2,0
TARJADO,30,BIOSINTETICA,223628,ALENIA - 12+400MCG FR 60 CAP+REFIL,7896181911784,6,5,6,3,4,1,1,6,5,4,6,0,0,2,0,1,1,3,5,2,5,1,6,3,0,0,3,3,2,4,3,3,4,5,4,2,1,4,3,1,5,2,1,5,3,1,3,1,4,7,8,5,4,9,6,13,6,7,2,3,5
TARJADO,30,BIOSINTETICA,222766,ALENIA - 6+200MCG FR 60 CAP,7896181905288,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,2,1,1,1,2,1,0,0,0,0,0,2,0,0,0,1,1,0,2,1,1,0,0,0,1,1,1,0,4,0,1,0,1,0,0,1
PSICOTROPICO,4,MEDLEY FARMA,228571,ALENTHUS XR - 150MG CX 30 CAP,7896422514460,4,0,0,1,0,0,0,5,1,4,4,4,6,0,1,1,2,1,1,2,0,1,4,0,2,3,4,0,5,3,5,3,2,4,3,3,5,6,2,1,5,2,0,4,0,0,2,0,2,2,0,2,3,5,1,5,3,7,8,3,5
PSICOTROPICO,314,MEDLEY                        ,237130,"ALENTHUS XR - 37,5MG CX 30 CAP GEL",7896422519908,1,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSICOTROPICO,4,MEDLEY FARMA,226660,ALENTHUS XR - 75MG CX 15 CAP,7896422514477,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,3,0,2,0,1,2
PSICOTROPICO,4,MEDLEY FARMA,228570,ALENTHUS XR - 75MG CX 30 CAP,7896422514484,2,0,2,1,1,1,0,1,0,1,5,2,8,4,2,1,3,1,3,3,3,3,1,2,0,7,7,6,5,4,7,4,3,3,3,4,3,2,6,4,6,10,7,8,11,8,0,8,7,1,9,5,3,3,5,6,7,6,6,8,6
TARJADO,109,GLENMARK                      ,207671,ALGI TANDERIL - 30+125+50+300MG CX 30 COMP,7897473200425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TARJADO,126,MERCK                         ,223009,ALGINAC - 1+50+50+50MG CX 15 COMP REV,7891721013010,3,7,4,1,4,3,5,3,8,2,5,4,4,13,12,14,9,16,7,13,12,9,10,4,8,14,13,15,12,13,15,11,18,9,12,8,9,16,15,16,12,11,9,9,13,13,9,15,6,21,15,14,10,20,9,12,21,14,9,14,8
TARJADO,126,MERCK                         ,223590,ALGINAC - 1+50+50+50MG CX 30 COMP REV,7891721008405,1,5,6,2,1,4,1,2,3,4,1,2,5,3,11,5,4,3,4,3,3,2,2,0,5,5,5,2,3,5,3,5,3,4,4,2,4,10,6,9,7,7,4,4,3,3,6,5,3,6,9,7,6,7,6,8,6,5,9,7,11
SEM TARJA,167,MANTECORP                     ,226293,ALIVIUM - 100MG SUS ORAL FR GTS 20ML,7891142115492,32,25,0,25,25,9,28,20,25,26,21,38,25,21,31,33,8,35,27,29,25,21,28,21,30,21,21,31,32,36,26,37,28,32,32,31,35,30,29,41,37,42,36,39,38,31,21,32,30,45,61,51,41,56,48,36,42,40,42,42,32
SEM TARJA,167,MANTECORP                     ,224376,ALIVIUM - 400MG CX 10 COMP,7891142115430,6,1,1,4,2,0,1,1,3,1,3,2,1,1,3,3,0,3,0,2,4,3,1,2,2,4,2,2,6,7,2,3,4,2,3,0,1,1,1,4,2,7,6,2,7,2,2,3,6,5,2,3,4,6,5,4,3,5,2,2,5
TARJADO,167,MANTECORP                     ,224486,ALIVIUM - 600MG CX 10 COMP,7891142115386,3,15,6,10,9,10,20,11,13,6,8,8,8,15,11,18,4,17,16,19,22,15,8,14,17,16,15,7,20,17,17,17,16,13,15,15,11,14,15,12,24,13,21,18,13,15,10,10,15,14,14,11,8,18,21,24,22,19,20,15,20
TARJADO,492,SANOFI-AVENTIS                ,235232,ALLEGRA - 120MG CX 10 COMP,7891058168049,10,5,2,6,3,2,11,5,7,7,5,7,6,6,9,11,4,11,23,9,4,17,9,6,6,12,8,12,13,13,9,18,21,15,18,18,16,13,4,6,3,7,7,3,4,3,3,7,2,5,4,4,3,8,16,9,3,8,7,3,2
TARJADO,492,SANOFI-AVENTIS                ,235235,ALLEGRA - 180MG CX 10 COMP,7891058169015,4,1,3,3,3,1,1,5,2,3,5,2,0,6,3,2,0,3,0,2,1,5,2,0,3,2,4,2,2,3,3,4,3,6,4,1,3,1,2,0,1,0,0,1,7,1,3,1,1,3,1,2,0,4,1,2,1,3,3,3,3
TARJADO,492,SANOFI-AVENTIS                ,235353,ALLEGRA - 60MG CX 10 COMP,7891058024314,1,2,1,1,1,0,0,0,0,0,0,2,1,1,0,1,0,2,1,5,0,0,1,0,1,0,0,0,0,1,0,1,1,3,1,2,1,0,0,1,0,1,0,0,1,0,0,0,1,1,2,0,1,0,0,2,0,0,0,0,0
TARJADO,492,SANOFI-AVENTIS                ,241192,ALLEGRA D - 60+120MG CX 10 COMP,7891058006716,47,8,12,15,19,7,21,21,19,17,10,11,18,20,9,15,3,22,25,25,15,14,10,6,12,12,10,19,21,33,25,36,37,27,33,11,10,10,11,7,15,14,18,21,15,7,14,12,13,15,12,10,17,37,32,37,26,26,5,12,13
TARJADO,492,SANOFI-AVENTIS                ,228746,ALLEGRA PEDIATRICO - 150 ML 6MG SUS ORAL ,7891058004354,2,5,4,5,9,7,7,5,6,6,5,3,15,6,2,3,2,9,6,7,5,6,4,4,1,5,4,3,11,6,9,4,13,9,8,7,8,3,7,4,5,15,14,10,9,2,9,6,3,4,1,4,6,15,8,12,12,10,3,6,2
TARJADO,492,SANOFI-AVENTIS                ,228745,ALLEGRA PEDIATRICO - 60 ML 6MG SUS ORAL ,7891058004347,17,8,6,5,14,0,17,7,9,6,8,8,10,6,1,9,5,12,8,14,10,11,9,5,5,8,7,8,16,10,10,13,15,5,11,12,7,1,5,4,6,3,5,8,6,4,5,7,6,3,4,3,9,7,1,5,0,10,7,6,7
TARJADO,4,ACHE                          ,219086,"ALLESTRA - 0,075+0,020MG CX 21 DRG",7896658004896,0,1,0,0,0,0,3,0,1,2,1,0,3,5,1,3,1,6,2,2,2,2,1,0,0,4,1,4,3,2,2,2,4,1,2,3,3,2,1,1,0,1,3,1,3,4,3,4,2,1,2,3,2,2,3,3,3,3,1,5,4
TARJADO,4,ACHE                          ,228830,"ALLESTRA 20 - 0,075+0,020MG CX 3BL X 21DRG",7896658005046,3,3,1,2,0,0,2,1,1,1,2,1,0,5,4,3,2,2,2,3,3,7,1,1,1,5,4,4,3,3,1,2,3,4,3,2,1,2,2,4,1,2,4,4,4,1,3,4,1,1,3,2,3,0,3,0,3,1,3,2,0
TARJADO,4,ACHE                          ,230573,"ALLESTRA 30 - 0,075+0,030MG CX 21 DRG",7896658004902,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,2,1,1,1,0,0,0,0,1,1,1,2,2,2,1,0,0,0,0,1,2,1,3,4,4,2,4,4,4,6,4,1,0,1,1,0,2,0,0,0,0,1,1,1
TARJADO,21,BAYER                         ,236790,ALLURENE - 2MG CX 28 COMP,7891106906890,1,4,4,2,3,1,1,4,7,5,10,4,8,5,6,7,2,5,5,8,3,2,8,5,4,2,1,2,0,1,3,4,3,1,3,4,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
PSICOTROPICO,12,APSEN                         ,237803,ALOIS - 10MG CX 120 COMP REV,7896637025553,1,0,2,0,0,3,1,1,1,1,0,2,0,0,0,2,0,0,3,1,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSICOTROPICO,12,APSEN                         ,221962,ALOIS - 10MG CX 30 COMP,7896637023375,0,0,1,0,3,1,0,0,5,0,0,0,0,0,1,0,0,0,4,0,1,1,0,0,0,5,1,4,0,1,0,4,2,1,2,3,1,0,1,2,0,3,0,0,3,0,0,0,0,7,2,1,4,1,5,0,2,0,2,1,1
PSICOTROPICO,12,APSEN                         ,226782,ALOIS - 10MG CX 60 COMP,7896637024402,0,1,0,2,0,1,0,0,0,1,0,1,1,8,3,2,1,6,0,2,5,2,1,2,1,3,3,3,5,4,4,2,6,5,4,9,4,7,2,6,3,3,3,5,5,0,3,0,3,10,6,12,15,9,5,6,14,3,16,5,3
GENERICOS,314,MEDLEY                        ,230127,ALOPURINOL - 100MG CX 30 COMP,7896422516921,28,9,9,17,9,2,9,12,7,13,17,10,13,7,10,8,1,11,11,17,11,13,14,12,9,4,4,3,2,4,0,4,10,0,4,9,12,2,3,2,2,2,6,6,4,4,6,10,8,2,6,8,0,0,0,0,0,0,1,4,2
GENERICOS,161,SANDOZ                        ,215152,ALOPURINOL - 300MG CX 30 COMP,7897595602114,4,7,5,4,4,5,13,15,13,10,10,9,14,11,11,9,1,4,6,6,7,8,3,6,6,5,7,9,6,12,5,11,9,4,8,18,14,9,8,10,7,7,6,3,6,4,7,15,9,5,4,8,10,15,9,10,7,8,8,13,13
GENERICOS,314,MEDLEY                        ,230128,ALOPURINOL - 300MG CX 30 COMP,7896422516945,1,6,2,4,5,0,0,0,0,0,0,0,0,0,0,2,2,7,4,5,6,3,11,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,3,0,0,0,0,0,0,0,0
TARJADO,377,THERASKIN                     ,237369,ALOXIDIL - FR 50ML,7897129303654,7,4,13,7,9,2,8,4,8,7,8,5,7,5,12,11,4,5,16,11,7,10,9,5,11,4,2,7,9,10,5,5,11,3,6,6,8,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,317,ALLERGAN                      ,216551,"ALPHAGAN - P 0,15% SOL FR 5ML",7897316804209,2,1,1,3,0,0,1,0,1,2,1,1,1,1,2,1,0,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,0,1,3,5,2,1,4,2,4,2,3,3,3,3,8,1,6,5,5,5,3,4,2,4,3,2
TARJADO,317,ALLERGAN                      ,229761,"ALPHAGAN - Z 0,10% SOL FR 5ML",7897316805268,4,6,3,5,2,3,6,3,2,3,3,3,5,17,11,15,1,17,12,10,12,14,13,7,7,7,8,5,9,7,8,10,10,12,10,15,7,10,13,14,10,15,9,6,14,14,7,9,7,13,12,11,9,13,12,8,9,8,13,11,7
PSICOTROPICO,466,EMS GENÉRICO                    ,221426,"ALPRAZOLAM - 0,25MG CX 20 COMP",7896004710235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,2,3,0,0,0,0,0,0,0,0,2,0,3,1
PSICOTROPICO,466,EMS GENÉRICO                    ,225215,"ALPRAZOLAM - 0,25MG CX 30 COMP",7896004718811,6,5,7,4,7,0,3,2,5,3,2,4,5,6,7,3,0,6,3,1,12,6,4,2,5,5,15,5,8,0,6,3,0,12,5,7,2,0,0,3,5,4,2,6,6,7,9,14,11,6,1,0,2,0,0,0,0,3,1,0,0
PSICOTROPICO,314,MEDLEY                        ,227920,"ALPRAZOLAM - 0,25MG CX 30COMP",7896422516990,2,3,2,3,5,0,4,6,6,4,3,2,0,6,3,1,0,3,7,9,6,5,7,1,4,12,3,6,7,14,4,6,7,6,6,7,6,8,2,13,3,9,10,13,3,16,1,8,4,4,14,14,3,16,4,5,5,15,10,15,7
PSICOTROPICO,314,MEDLEY                        ,227921,"ALPRAZOLAM - 0,50MG CX 30COMP",7896422517003,3,13,5,9,8,13,16,13,6,7,9,8,8,16,9,4,0,11,4,11,12,12,8,6,10,39,16,15,25,16,7,6,14,11,10,9,7,0,0,0,0,0,0,0,4,12,9,6,30,0,0,0,0,0,0,0,0,0,0,0,0
PSICOTROPICO,466,EMS GENÉRICO                    ,225391,"ALPRAZOLAM - 0,5MG CX 30 COMP",7896004718804,0,7,2,2,6,0,0,5,6,0,1,8,1,13,21,13,1,12,12,13,12,5,6,1,4,0,11,23,21,25,30,26,20,12,19,19,30,33,35,34,32,33,31,46,12,22,47,39,0,26,27,8,35,22,27,36,37,24,35,27,26
PSICOTROPICO,30,BIOSINTETICA,234419,"ALPRAZOLAM - 0,5MG CX 30 COMP",7896181919247,10,13,13,17,13,1,11,13,12,9,16,20,19,1,6,15,4,17,8,25,26,18,24,13,9,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSICOTROPICO,30,BIOSINTETICA,234420,"ALPRAZOLAM - 1,0MG CX 30 COMP",7896181919322,1,8,0,0,3,0,5,6,4,7,8,7,4,2,1,10,5,11,20,5,21,9,13,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSICOTROPICO,466,EMS GENÉRICO                    ,225216,ALPRAZOLAM - 1MG CX 2BL X 15 COMP,7896004718828,10,4,3,9,9,0,4,4,6,1,3,3,3,6,17,3,4,3,12,13,9,16,7,7,8,14,18,22,25,14,14,20,19,9,16,11,10,4,10,15,17,16,14,17,12,7,22,10,9,20,18,11,16,12,8,12,16,9,18,7,12
PSICOTROPICO,99,EUROFARMA                     ,234171,ALPRAZOLAM - 1MG CX 30 COMP,7891317462031,8,9,18,10,10,2,14,11,13,12,6,8,13,10,5,7,2,6,14,8,9,11,1,5,3,0,0,0,0,0,0,2,8,5,5,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSICOTROPICO,314,MEDLEY                        ,227924,ALPRAZOLAM - 1MG CX 30COMP,7896422517034,8,2,6,2,8,5,8,4,6,5,7,11,6,6,2,1,2,5,0,4,6,14,11,4,5,10,0,0,0,0,6,6,7,3,5,5,10,4,11,7,8,3,0,0,3,5,4,5,5,3,5,4,7,0,11,11,10,12,7,4,17
PSICOTROPICO,30,BIOSINTETICA,234422,"ALPRAZOLAM - 2,0MG CX 30 COMP",7896181919391,7,7,7,7,3,0,3,10,3,3,11,0,10,2,0,0,7,5,6,4,7,3,3,0,3,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSICOTROPICO,466,EMS GENÉRICO                    ,225217,ALPRAZOLAM - 2MG CX 30 COMP,7896004718842,2,0,0,5,6,1,0,1,6,1,3,2,0,3,1,2,0,1,3,0,2,3,4,2,2,5,0,2,12,5,2,8,3,2,4,2,0,1,3,4,0,1,0,4,3,4,4,4,12,2,5,3,9,4,8,1,0,5,4,3,2
PSICOTROPICO,314,MEDLEY                        ,227925,ALPRAZOLAM - 2MG CX 30COMP,7896422517041,3,0,0,3,2,1,2,1,2,2,0,0,0,10,1,2,0,2,4,3,1,2,3,1,0,9,11,3,0,7,6,8,8,9,8,5,5,6,1,4,2,3,6,2,1,2,0,4,5,2,4,3,0,4,6,2,8,8,4,11,0
